100;1;3;0,6666667;100
100;1;3;3,666666;97
96;1;3;0,6666667;94
96;1;3;0,3333333;91
96;1;3;1,666667;88
96;2;2;1;86
96;1;3;0;83
94;2;2;0,3333333;81
94;1;3;0,3333333;78
94;1;3;0,3333333;75
94;1;3;0,6666667;72
94;1;3;0,3333333;69
94;1;3;0;66
94;1;3;0,3333333;63
92;1;3;1,666667;60
92;1;3;0,3333333;57
92;1;3;0,3333333;54
91;1;3;0,6666667;51
91;1;3;0,3333333;48
90;1;3;1;45
90;1;3;0;42
90;2;2;1;40
90;1;3;0,6666667;37
90;2;2;0,6666667;35
90;1;3;0;32
90;1;3;0,3333333;29
90;2;2;0;27
90;1;3;0;24
90;1;3;0,3333333;21
90;1;3;0;18
90;1;3;2,333333;15
90;1;3;0,6666667;12
90;1;3;0,6666667;9
90;2;2;0,6666667;7
90;1;3;1;4
90;1;3;0,6666667;1
90;1;3;0;-2
Player
