100;3;15;40,79395;100
100;3;15;40,79395;100
100;3;15;41,12695;100
100;3;15;41,12695;100
100;3;15;41,12695;100
100;3;15;41,12695;100
100;3;15;41,12695;100
100;2;2;41,45996;100
100;3;15;41,45996;100
100;2;2;41,45996;100
100;3;15;41,45996;100
100;2;2;41,45996;100
100;3;15;41,45996;100
100;3;15;41,45996;100
100;2;2;41,45996;100
100;3;15;41,45996;100
100;3;15;41,45996;100
100;3;15;41,45996;100
100;3;15;41,79297;100
100;3;15;41,79297;100
100;3;15;41,79297;100
100;3;15;41,79297;100
100;3;15;41,79297;100
100;2;2;41,79297;100
100;3;15;41,79297;100
100;3;15;41,79297;100
100;3;15;41,79297;100
100;2;2;41,79297;100
100;3;15;42,12598;100
100;2;2;42,12598;100
100;2;2;42,12598;100
100;2;2;42,12598;100
100;2;2;42,12598;100
100;2;2;42,12598;100
100;3;15;42,12598;100
100;3;15;42,12598;100
100;3;15;42,12598;100
100;3;15;42,45898;100
100;3;15;42,45898;100
100;3;15;42,45898;100
100;3;15;42,45898;100
100;3;15;42,45898;100
100;3;15;42,45898;100
100;3;15;42,45898;100
100;3;15;42,45898;100
100;2;2;42,79199;100
100;3;15;42,79199;100
100;3;15;42,79199;100
100;3;15;42,79199;100
100;3;15;42,79199;100
100;3;15;42,79199;100
100;2;2;42,79199;100
100;3;15;42,79199;100
100;3;15;43,125;100
100;3;15;43,125;100
100;3;15;43,125;100
100;2;2;43,125;100
100;3;15;43,125;100
100;3;15;43,125;100
100;3;15;43,125;100
100;3;15;43,125;100
100;3;15;43,125;100
100;3;15;43,125;100
100;2;2;43,45801;100
100;3;15;43,45801;100
100;3;15;43,45801;100
100;2;2;43,45801;100
100;3;15;43,45801;100
100;3;15;43,45801;100
100;2;2;43,45801;100
100;3;15;43,45801;100
100;3;15;43,45801;100
100;3;15;43,45801;100
100;2;2;43,79102;100
100;3;15;43,79102;100
100;3;15;43,79102;100
100;2;2;43,79102;100
100;2;2;43,79102;100
100;3;15;44,12402;100
100;3;15;44,12402;100
100;3;15;44,12402;100
100;3;15;44,12402;100
100;3;15;44,12402;100
100;3;15;44,12402;100
100;3;15;44,12402;100
100;2;2;44,12402;100
100;2;2;44,12402;100
100;3;15;44,45703;100
100;3;15;44,45703;100
100;2;2;44,45703;100
100;3;15;44,45703;100
100;3;15;44,45703;100
100;3;15;44,45703;100
100;3;15;44,45703;100
100;2;2;44,45703;100
100;3;15;44,45703;100
100;3;15;44,79004;100
100;2;2;44,79004;100
100;3;15;44,79004;100
100;3;15;44,79004;100
100;2;2;44,79004;100
100;3;15;44,79004;100
100;3;15;45,12305;100
100;3;15;45,12305;100
100;3;15;45,12305;100
100;2;2;45,12305;100
100;3;15;45,12305;100
100;3;15;45,12305;100
100;3;15;45,12305;100
100;3;15;45,12305;100
100;3;15;45,45605;100
100;2;2;45,45605;100
100;3;15;45,45605;100
100;3;15;45,45605;100
100;3;15;45,45605;100
100;3;15;45,45605;100
100;2;2;45,45605;100
100;2;2;45,45605;100
100;3;15;45,45605;100
100;3;15;45,45605;100
100;2;2;45,78906;100
100;3;15;45,78906;100
100;3;15;45,78906;100
100;3;15;45,78906;100
100;3;15;45,78906;100
100;3;15;45,78906;100
100;3;15;45,78906;100
100;2;2;45,78906;100
100;3;15;45,78906;100
100;3;15;45,78906;100
100;3;15;45,78906;100
100;2;2;45,78906;100
100;3;15;46,12207;100
100;3;15;46,12207;100
100;3;15;46,12207;100
100;3;15;46,12207;100
100;3;15;46,12207;100
100;3;15;46,12207;100
100;3;15;46,12207;100
100;3;15;46,45508;100
100;2;2;46,45508;100
100;2;2;46,45508;100
100;2;2;46,45508;100
100;3;15;46,45508;100
100;3;15;46,45508;100
100;3;15;46,45508;100
100;3;15;46,45508;100
100;2;2;46,45508;100
100;3;15;46,45508;100
100;3;15;46,78809;100
100;3;15;46,78809;100
100;3;15;46,78809;100
100;2;2;46,78809;100
100;2;2;46,78809;100
100;3;15;46,78809;100
100;2;2;46,78809;100
100;2;2;47,12109;100
100;3;15;47,12109;100
100;3;15;47,12109;100
100;3;15;47,12109;100
100;3;15;47,12109;100
100;3;15;47,12109;100
100;3;15;47,12109;100
100;3;15;47,12109;100
100;3;15;47,12109;100
100;3;15;47,12109;100
100;3;15;47,4541;100
100;3;15;47,4541;100
100;3;15;47,4541;100
100;3;15;47,4541;100
100;2;2;47,4541;100
100;2;2;47,4541;100
100;3;15;47,4541;100
100;2;2;47,4541;100
100;3;15;47,4541;100
100;3;15;47,4541;100
100;3;15;47,78711;100
100;3;15;47,78711;100
100;2;2;47,78711;100
100;3;15;47,78711;100
100;3;15;47,78711;100
100;3;15;47,78711;100
100;2;2;47,78711;100
100;3;15;47,78711;100
100;3;15;47,78711;100
100;3;15;48,12012;100
100;2;2;48,12012;100
100;3;15;48,12012;100
100;3;15;48,12012;100
100;3;15;48,12012;100
100;3;15;48,12012;100
100;3;15;48,12012;100
100;2;2;48,12012;100
100;2;2;48,12012;100
100;2;2;48,45313;100
100;2;2;48,45313;100
100;3;15;48,45313;85
100;3;15;48,45313;70
100;2;2;48,45313;70
100;3;15;48,45313;55
100;3;15;48,45313;40
100;3;15;48,45313;25
100;3;15;48,45313;10
100;3;15;48,45313;-5
Player
