96;1;3;0,6243043;100
90;1;3;1,365632;97
86;1;3;1,298771;94
82;1;3;1,346939;91
80;1;3;0,8174479;88
76;1;3;1,392999;85
72;1;3;1,397629;82
70;1;3;0,999198;79
66;1;3;1,269573;76
62;1;3;1,237114;73
60;1;3;1,269399;70
56;1;3;1,236969;67
52;1;3;1,269212;64
50;1;3;1,236826;61
46;1;3;1,269029;58
41;1;3;1,236676;55
40;1;3;1,26885;52
36;1;3;1,236529;49
31;1;3;1,268667;46
30;1;3;1,236386;43
26;1;3;1,26848;40
20;1;3;1,236242;37
20;1;3;1,268301;34
16;1;3;1,236088;31
10;1;3;1,268123;28
10;1;3;1,235947;25
4;1;3;1,267931;22
Boss
