Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length
1400,1.3859943,0.3755901,0.0,1398.0
2800,1.3859726,0.36943758,0.0,1398.0
4200,1.3859872,0.34572083,0.0,1398.0
5600,1.3795229,0.34563452,0.01560000074096024,1398.0
7000,1.3798625,0.42592135,0.0,1398.0
8400,1.379588,0.57322127,0.0,1398.0
9800,1.3766346,0.37942925,2.017399961434421,966.0
11200,1.376699,0.5476097,0.0,1398.0
12600,1.3770514,0.6286938,0.0,1398.0
14000,1.3806353,0.62334585,0.0,1398.0
15400,1.3814517,0.46186295,1.0007000165787758,1168.0
16800,1.3800215,0.5819352,0.0,1398.0
18200,1.3816341,0.6556332,0.0,1398.0
19600,1.3829302,0.6496905,0.0,1398.0
21000,1.3818374,0.61744165,0.0,1398.0
22400,1.3835777,0.6878257,0.0,1398.0
23800,1.3835703,0.72503,0.0,1398.0
25200,1.3834804,0.72999156,0.0,1398.0
26600,1.3808047,0.78705454,0.0,1398.0
28000,1.3814187,0.79297376,0.0,1398.0
29400,1.3805157,0.7354635,0.0,1398.0
30800,1.3758436,0.8099586,0.0,1398.0
32200,1.3757929,0.7971611,0.0,1398.0
33600,1.3758321,0.8154384,0.0,1398.0
35000,1.3749905,0.8106134,0.0,1398.0
36400,1.3750156,0.75507385,0.0,1398.0
37800,1.3750498,0.8028041,2.018400034008664,1301.0
39200,1.3693211,0.7264343,2.0014000331575517,888.0
40600,1.3693614,0.80779344,0.0,1398.0
42000,1.3688176,0.837866,0.0,1398.0
43400,1.3630848,0.8141316,0.0,1398.0
44800,1.3627821,0.8875017,0.0,1398.0
46200,1.3623749,0.9187783,0.0,1398.0
47600,1.3613955,0.9220783,0.0,1398.0
49000,1.3614918,0.9986398,0.0,1398.0
50400,1.3616066,1.004983,0.0,1398.0
51800,1.3605278,1.1613215,0.0,1398.0
53200,1.3609523,1.246042,0.0,1398.0
54600,1.3616793,1.2208207,2.0183999615255743,1349.0
56000,1.3665141,1.3708074,2.0014000331575517,1051.0
57400,1.3671312,0.9027387,0.0,1398.0
58800,1.3664494,1.1576397,0.0,1398.0
60200,1.3662149,0.9158318,0.0,1398.0
61600,1.366245,1.439328,0.0,1398.0
63000,1.365013,1.2730817,0.0,1398.0
64400,1.3659416,1.2563285,1.0007000165787758,1266.5
65800,1.3661838,1.0703529,0.0,1398.0
67200,1.3661094,0.85551846,0.0,1398.0
68600,1.3675066,0.80563277,0.0,1398.0
70000,1.3691237,0.88663065,0.0,1398.0
71400,1.369633,0.90984535,0.0,1398.0
72800,1.3700432,0.719289,0.0,1398.0
74200,1.3707101,0.8527585,0.0,1398.0
75600,1.3707577,1.21645,0.0,1398.0
77000,1.3715893,0.98513675,2.008399961021496,865.0
78400,1.378116,1.3954595,0.0,1398.0
79800,1.3778038,1.3758326,2.0311999621335417,1220.0
81200,1.3775966,1.0013242,0.0,1398.0
82600,1.3767021,1.320889,0.0,1398.0
84000,1.3769077,1.087436,0.0,1398.0
85400,1.3800582,1.1391102,0.0,1398.0
86800,1.3834132,0.7325087,0.0,1398.0
88200,1.3834175,0.93820906,0.0,1398.0
89600,1.384875,1.028284,2.005399960835348,1306.0
91000,1.3856779,1.5878778,0.0,1398.0
92400,1.3857148,1.552996,0.0,1398.0
93800,1.3835258,1.1230273,0.0,1398.0
95200,1.3811054,1.5172474,2.0014000331575517,1294.0
