Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length
96600,1.3806273,1.4243126,1.0087000170024112,1140.0
98000,1.3816118,1.500154,2.0014000331575517,1062.0
99400,1.3818576,1.6558746,2.0113999611203326,1227.0
100800,1.3820022,1.8656181,2.0093999610253377,1262.0
102200,1.3810683,1.4231148,2.004399997058499,862.5
103600,1.3813431,1.580298,2.01239996116783,608.0
105000,1.3815454,1.6340078,0.0,1398.0
106400,1.3814574,1.4281764,0.0,1398.0
107800,1.377219,1.7298899,2.006899997169967,941.0
109200,1.3774973,1.9838853,2.0043999607878504,904.0
110600,1.3776566,1.6082873,2.018400034008664,1285.0
112000,1.3731748,0.43909022,0.0,1398.0
113400,1.3687078,1.7341411,2.0018999969179276,961.5
114800,1.3688798,1.3261552,2.0014000331575517,1197.0
116200,1.3699133,1.3108404,2.0055999608448474,1319.0
117600,1.3718159,2.2549827,-0.9848000122437952,1140.0
119000,1.3714668,0.8111837,0.0,1398.0
120400,1.3718636,1.3970613,2.01239996116783,1064.0
121800,1.374103,1.6682531,2.014899997593602,715.0
123200,1.375055,1.7503376,2.0159999613970285,884.0
124600,1.3767531,1.4555883,1.0011999803391518,1200.0
126000,1.381432,0.7954996,0.0,1398.0
127400,1.3801105,1.1433457,0.0018000000418396667,1398.0
128800,1.3812516,1.639301,2.0043999607732985,1000.0
130200,1.3821641,1.26824,2.0023999606783036,1263.0
131600,1.382749,1.8882638,2.0014000331575517,988.0
133000,1.3821009,1.5213766,2.0018999969179276,770.0
134400,1.3785383,1.7052666,2.0014000331575517,1122.0
135800,1.3790569,1.456585,2.0113999611348845,1054.5
137200,1.3790088,1.7460657,2.0023999606783036,861.0
138600,1.3785682,1.5692521,2.0089999610208906,821.5
140000,1.3784689,1.4649243,2.011499997395731,874.5
141400,1.3782123,1.6109619,2.0014000331575517,450.0
142800,1.3753116,1.2530749,0.0,1398.0
144200,1.3732781,1.4942349,2.01399996127293,1081.0
145600,1.3737484,1.6853988,2.0043999607878504,653.0
147000,1.373928,1.3971685,1.007299980665266,1186.0
148400,1.3761069,1.3790264,2.0133999612153275,648.0
149800,1.3752203,1.2059436,2.0193999978146167,918.0
151200,1.3744774,1.4739887,0.0,1398.0
152600,1.3746481,1.6358622,2.0014000331575517,819.5
154000,1.3754358,1.1589117,0.0,1398.0
155400,1.3747855,1.3834658,2.011399997412809,738.5
156800,1.3716612,1.5915371,2.008399961006944,849.0
158200,1.3713,1.8773386,2.0073999609376187,781.5
159600,1.3718904,1.4154568,2.014399961277377,888.0
161000,1.3729411,1.6238253,2.0063999608828453,1357.0
162400,1.3750147,1.4142394,2.012399961182382,737.3333333333334
163800,1.3752651,1.387523,2.0014000331575517,635.5
165200,1.3750724,1.5246011,2.0098999610490864,934.0
166600,1.375335,1.2126892,2.0113999611203326,1043.0
168000,1.3753332,1.7204336,2.003999997032224,750.5
169400,1.372673,1.2685944,2.0014000331575517,1350.0
170800,1.3693078,1.5981375,2.0014000331575517,748.5
172200,1.3687463,1.253304,2.0014000331575517,712.0
173600,1.3668787,1.5228173,2.012733294531548,697.6666666666666
175000,1.3643991,1.3441176,0.5085000104736537,568.0
176400,1.3640416,1.6515723,2.018400034008664,786.0
177800,1.3608308,1.6443206,2.0094666277000215,798.3333333333334
179200,1.3566171,1.7000794,2.008099960985419,558.5
180600,1.3569422,1.5847329,2.0030666757375,577.0
182000,1.3567529,1.2936229,2.0043999607878504,929.0
183400,1.3618724,1.7173121,2.0023999606783036,747.0
184800,1.3605591,1.2735585,0.511699990966008,1125.5
186200,1.361297,1.886556,2.0073999609376187,774.5
187600,1.3642303,1.1728035,2.0014000331575517,921.0
189000,1.3638008,1.504055,2.0053999970987206,629.0
190400,1.3633331,1.0479994,2.0113999611348845,984.0
191800,1.3619164,1.4994804,2.010866651956652,690.3333333333334
193200,1.3605798,1.1941532,2.0014000331575517,648.0
194600,1.3610222,1.4350319,2.0093999610471656,553.0
196000,1.3610598,1.0974773,2.0018999969179276,894.0
197400,1.3682029,1.394491,2.0014000331575517,579.0
198800,1.3676502,1.1365662,2.0093999610398896,910.0
200200,1.3682797,1.3446822,2.0014000331575517,1042.0
201600,1.3695807,1.3301955,2.005999997141771,770.5
203000,1.369221,1.3737339,2.004099997029698,646.5
204400,1.3684306,1.5459653,2.0023999969416764,1030.0
205800,1.3604604,1.5114743,2.0203999616205692,782.0
207200,1.3606918,1.5481898,2.0018999969179276,1068.5
208600,1.3604006,1.4762472,-0.9839999790274305,586.0
210000,1.3465679,1.3943969,2.003066675742351,692.3333333333334
211400,1.3467637,0.9171414,2.0099000336049357,641.5
212800,1.3464772,1.0950898,2.004399997051223,695.0
214200,1.3483216,1.3009017,2.0014000331575517,877.0
215600,1.349544,1.2009226,2.0014000331575517,837.5
217000,1.3491495,1.3187559,0.5122999909799546,898.0
218400,1.3453118,1.2805713,2.0014000331575517,738.5
219800,1.3285444,1.4082919,2.007899997246568,851.5
221200,1.3288181,1.1754104,2.0014000331575517,812.0
222600,1.3281196,1.1808432,2.0148999613375054,748.5
224000,1.3076303,0.98381495,2.0014000331575517,650.0
225400,1.3091805,1.314941,2.0014000331575517,642.5
226800,1.3076937,1.0307279,2.0040666515997145,646.6666666666666
228200,1.2925367,0.9311336,2.0014000331575517,530.0
229600,1.2925068,0.8508506,2.011733318688736,748.6666666666666
231000,1.2913413,0.9982055,2.0014000331575517,609.0
232400,1.2930241,0.9197069,2.0014000331575517,516.0
233800,1.2920048,0.9600869,2.0068999971990706,731.0
235200,1.2926774,1.2333747,2.0014000331575517,631.5
236600,1.2707534,1.1088709,2.0023999969416764,949.5
238000,1.2690612,1.2447748,2.0014000331575517,462.0
239400,1.2685986,0.94540757,2.0044000091438647,755.0
240800,1.2664926,1.0926557,2.0018999969179276,666.5
242200,1.2642577,0.8269079,2.0054000092010633,591.6666666666666
243600,1.262921,0.8431792,2.0014000331575517,708.0
245000,1.267942,0.86116666,2.0014000331575517,567.0
246400,1.2701777,1.1974064,2.007733318469642,777.6666666666666
247800,1.269992,0.52549106,2.0014000331575517,907.0
249200,1.2716779,1.0041999,2.0014000331575517,605.3333333333334
250600,1.2715298,1.2331132,2.0014000331575517,788.0
252000,1.2696294,0.85703385,2.0014000331575517,1087.0
253400,1.2689388,0.9140321,2.0014000331575517,1229.0
254800,1.2699664,0.7987014,1.0007000165787758,1050.5
256200,1.273234,1.0034219,2.0014000331575517,760.0
257600,1.2735394,0.90640306,2.00999996108294,1068.5
259000,1.2790021,0.9226025,2.002899996965425,859.5
260400,1.2809929,0.6640107,2.0014000331575517,553.5
261800,1.2803267,0.6409729,2.0014000331575517,585.0
263200,1.2978876,0.83708906,2.001900015049614,623.5
264600,1.2967726,0.4363824,2.0014000331575517,983.0
266000,1.2982552,0.7708495,2.0054000091865114,547.6666666666666
267400,1.2640412,0.62623787,2.0014000331575517,716.5
268800,1.264024,0.62475765,2.009899961085466,635.0
270200,1.263566,0.56632257,2.0018999969179276,686.5
271600,1.2587106,0.61655724,2.0014000331575517,701.0
273000,1.2520448,0.8292926,2.0108999973890604,916.0
274400,1.2539574,1.0360564,2.002733342378633,632.3333333333334
275800,1.247863,0.5684215,2.009400033581187,458.5
277200,1.2432772,0.3989986,2.0014000331575517,787.5
278600,1.2478985,0.48741627,2.007899997246568,631.5
280000,1.2363714,0.94853514,2.0014000331575517,751.0
281400,1.2297937,0.84227777,2.0067333425977267,698.0
282800,1.227612,0.4961006,2.0014000331575517,583.0
284200,1.220379,0.548268,2.0060666758993952,797.6666666666666
285600,1.2222377,0.38023272,2.0014000331575517,571.3333333333334
287000,1.2209606,0.82471913,2.0073999972228194,707.0
288400,1.2178006,0.29085314,2.008399997270317,541.5
289800,1.2124339,0.36143744,2.003399960725801,553.0
291200,1.2123408,0.50879556,2.0017333423311356,723.6666666666666
292600,1.2124116,0.18679681,2.008399997270317,667.0
294000,1.2186531,0.28739518,2.0014000331575517,698.0
