Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
10,2.1952648,-0.41020542,-1.0,6.0,-1.0
20,2.1952133,-0.40825284,-1.0,6.0,-1.0
30,2.1950567,-0.40224743,-1.0,6.0,-1.0
40,2.195136,-0.36923766,-1.0,6.0,-1.0
50,2.195334,-0.3891251,-1.0,6.0,-1.0
60,2.1952279,-0.40509322,-1.0,6.0,-1.0
70,2.1950843,-0.40499762,-1.0,6.0,-1.0
80,2.195203,-0.40696704,-1.0,6.0,-1.0
90,2.195344,-0.39037082,-1.0,6.0,-1.0
100,2.1952138,-0.3923338,-1.0,6.0,-1.0
110,2.1950004,-0.3937172,-1.0,6.0,-1.0
120,2.195178,-0.3955012,-1.0,6.0,-1.0
130,2.1952615,-0.3793871,-1.0,6.0,-1.0
140,2.195179,-0.39229468,-1.0,6.0,-1.0
150,2.194978,-0.41031638,-1.0,6.0,-1.0
160,2.1952205,-0.40263,-1.0,6.0,-1.0
170,2.195277,-0.38341156,-1.0,6.0,-1.0
180,2.1951287,-0.40168953,-1.0,6.0,-1.0
190,2.1950624,-0.36928996,-1.0,6.0,-1.0
200,2.1952121,-0.39329576,-1.0,6.0,-1.0
210,2.1954007,-0.3695568,-1.0,6.0,-1.0
220,2.195162,-0.4017727,-1.0,6.0,-1.0
230,2.1950715,-0.4166982,-1.0,6.0,-1.0
240,2.1951933,-0.39448506,-1.0,6.0,-1.0
250,2.1952696,-0.39465818,-1.0,6.0,-1.0
260,2.1952684,-0.3459161,-1.0,6.0,-1.0
270,2.1950388,-0.41029105,-1.0,6.0,-1.0
280,2.195254,-0.40669388,-1.0,6.0,-1.0
290,2.1953025,-0.38705575,-1.0,6.0,-1.0
300,2.1952834,-0.36894697,-1.0,6.0,-1.0
310,2.1949484,-0.41224384,-1.0,6.0,-1.0
320,2.1952639,-0.36152756,-1.0,6.0,-1.0
330,2.195324,-0.33204514,-1.0,6.0,-1.0
340,2.195132,-0.39910725,-1.0,6.0,-1.0
350,2.1951046,-0.3534501,-1.0,6.0,-1.0
360,2.1951184,-0.37947106,-1.0,6.0,-1.0
370,2.1953452,-0.37989616,-1.0,6.0,-1.0
380,2.1952293,-0.4005493,-1.0,6.0,-1.0
390,2.1950154,-0.40562734,-1.0,6.0,-1.0
400,2.1952035,-0.39309275,-1.0,6.0,-1.0
410,2.1953099,-0.38770452,-1.0,6.0,-1.0
420,2.19515,-0.39423963,-1.0,6.0,-1.0
430,2.194976,-0.41890344,-1.0,6.0,-1.0
440,2.1952226,-0.3992467,-1.0,6.0,-1.0
450,2.1952822,-0.38549995,-1.0,6.0,-1.0
460,2.195199,-0.3941623,-1.0,6.0,-1.0
