Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
99500,1.244967,0.0023770945,None,None,None
100000,1.2380552,-0.01801806,None,None,None
100500,1.246047,-0.010157402,-0.2699999908800237,1273.0,-0.2699999939650297
101000,1.2376441,-0.015211754,None,None,None
101500,1.2328311,-0.016683195,-0.3834999871905893,1381.0,None
102000,1.229258,-0.016367387,None,None,-0.38350000604987144
102500,1.2226361,-0.029779084,None,None,None
103000,1.230739,-0.031565636,-0.27149999095126987,1178.0,-0.27149999141693115
103500,1.2233857,-0.029729508,None,None,None
104000,1.2153935,-0.035664286,None,None,None
104500,1.2147968,0.004521799,None,None,None
105000,1.2145151,-0.037083708,None,None,None
105500,1.2215289,-0.03418439,-0.27299999026581645,2541.0,-0.2729999898583628
106000,1.1988852,-0.039912164,None,None,None
106500,1.1985093,0.028041912,None,None,None
107000,1.1983699,-0.039088026,None,None,None
107500,1.203009,-0.05243659,-0.2569999910192564,2062.0,-0.2569999899715185
108000,1.186564,-0.05153348,None,None,None
108500,1.186264,-0.03804107,None,None,None
109000,1.186831,-0.06128478,None,None,None
109500,1.1862468,-0.0220474,None,None,None
110000,1.1860764,-0.07009615,-0.22699999186443165,2340.0,-0.22699999471660703
110500,1.1759814,-0.082904994,None,None,None
111000,1.1762954,-0.043323047,None,None,None
111500,1.1756517,-0.06958756,None,None,None
112000,1.1755961,0.046248447,None,None,None
112500,1.1640744,-0.06697897,None,None,None
113000,1.1647671,-0.046341248,None,None,None
113500,1.1643296,-0.086780876,None,None,None
114000,1.1682355,-0.08331901,-0.23049999127397314,4193.0,-0.2304999971529469
114500,1.1517195,-0.06420862,None,None,None
115000,1.1516907,-0.01502129,None,None,None
115500,1.1514992,-0.06686488,None,None,None
116000,1.1519412,-0.06962003,None,None,None
116500,1.1486117,-0.07064228,None,None,None
117000,1.1450847,-0.101157784,None,None,None
117500,1.1454414,-0.070479676,None,None,None
118000,1.1452925,-0.0677076,None,None,None
118500,1.1448691,-0.06377104,None,None,None
119000,1.132979,-0.1063162,-0.2124999919324182,5106.0,None
119500,1.1398132,-0.12656319,None,None,-0.2124999943189323
120000,1.1329794,-0.11674778,None,None,None
120500,1.1320462,-0.07969047,None,None,None
121000,1.1340947,-0.1199905,None,None,None
121500,1.1349168,-0.105675116,None,None,None
122000,1.1347386,-0.13519925,None,None,None
122500,1.1347278,-0.07257544,None,None,None
123000,1.1350604,-0.12623815,-0.14799999416572973,3971.0,None
123500,1.13769,-0.13606964,None,None,-0.14799999445676804
124000,1.1317431,-0.105171174,None,None,None
124500,1.1319691,-0.054394666,None,None,None
125000,1.1320466,-0.09540261,None,None,None
125500,1.1290747,-0.09007177,None,None,None
126000,1.1255655,-0.12668459,None,None,None
126500,1.124757,-0.10094471,None,None,None
127000,1.1249497,-0.12681894,None,None,None
127500,1.1251717,-0.10654189,None,None,None
128000,1.1236485,-0.10817349,None,None,None
128500,1.1243862,-0.1746728,None,None,None
129000,1.1245376,-0.107524306,None,None,None
129500,1.1243484,-0.11919062,None,None,None
130000,1.1203597,-0.11499444,None,None,None
130500,1.1190411,-0.11320977,None,None,None
131000,1.1173383,-0.16323045,None,None,None
131500,1.1199211,-0.20802306,None,None,None
132000,1.1171731,-0.13581577,None,None,None
132500,1.1197113,-0.099415466,None,None,None
133000,1.126721,-0.12490186,-0.2724999902420677,9749.0,-0.27249999390915036
133500,1.120481,-0.12257464,None,None,None
134000,1.1200839,-0.12565102,None,None,None
134500,1.1160574,-0.15798208,None,None,None
135000,1.116114,-0.1306348,None,None,None
135500,1.1159703,-0.13082944,None,None,None
136000,1.1181399,-0.12694481,None,None,None
136500,1.1151904,-0.14832172,None,None,None
137000,1.1142744,-0.16445342,None,None,None
137500,1.116381,-0.12666205,None,None,None
138000,1.1143619,-0.1367706,None,None,None
138500,1.1165627,-0.13872296,None,None,None
139000,1.1110308,-0.14251578,None,None,None
139500,1.1107914,-0.13072036,None,None,None
140000,1.1099846,-0.15580277,None,None,None
140500,1.1100717,-0.15442985,None,None,None
141000,1.1080352,-0.15224752,None,None,None
141500,1.1065727,-0.14237644,None,None,None
142000,1.1182559,-0.016644213,None,None,None
142500,1.13407,0.09483133,None,None,None
143000,1.105961,-0.10847438,None,None,None
143500,1.1093029,-0.076007806,-0.24099999177269638,10574.0,None
144000,1.112452,0.09770472,None,None,-0.24099999346071854
144500,1.1035545,-0.16273129,None,None,None
145000,1.1038312,-0.15743268,None,None,None
145500,1.1080573,-0.12946424,None,None,None
146000,1.1060452,0.012194067,None,None,None
146500,1.106126,-0.10661491,None,None,None
147000,1.1053618,-0.15476048,None,None,None
147500,1.1053052,-0.13299441,None,None,None
148000,1.1053369,-0.15809587,None,None,None
148500,1.1053122,-0.1518179,None,None,None
149000,1.1077935,0.024060344,None,None,None
149500,1.1055454,-0.12353501,None,None,None
150000,1.1037968,-0.13249418,None,None,None
150500,1.1052936,0.022018433,None,None,None
151000,1.1025815,-0.124291316,None,None,None
151500,1.1023145,-0.15980306,None,None,None
152000,1.1064806,0.01112571,None,None,None
152500,1.1004522,-0.058130495,None,None,None
153000,1.1003902,-0.13502136,None,None,None
153500,1.1019373,-0.10523721,None,None,None
154000,1.1022274,0.064084895,-0.17699999402975664,10458.0,None
154500,1.1043845,-0.08585827,None,None,-0.17699999368051067
155000,1.0984776,-0.08645765,None,None,None
155500,1.0983448,-0.18466929,None,None,None
156000,1.1007129,0.06588063,None,None,None
156500,1.0984914,-0.14548379,None,None,None
157000,1.0892222,-0.12726653,None,None,None
157500,1.0918465,-0.016892653,None,None,None
158000,1.1011897,0.13970275,None,None,None
158500,1.0897193,-0.06550307,None,None,None
159000,1.0879846,-0.11208874,None,None,None
159500,1.0854636,-0.007699132,None,None,None
160000,1.0849094,-0.09929233,None,None,None
160500,1.0848815,-0.10162622,None,None,None
161000,1.0855373,-0.105366066,None,None,None
161500,1.0786525,0.028408851,None,None,None
162000,1.0796033,-0.029981624,None,None,None
162500,1.0878987,0.16172697,None,None,None
163000,1.0797524,-0.05208926,None,None,None
163500,1.076611,-0.13130626,None,None,None
164000,1.0755478,-0.037365198,None,None,None
164500,1.0752907,-0.13043468,-0.16949999443022534,10458.0,None
165000,1.084194,0.15708025,None,None,-0.16949999518692493
165500,1.0935501,0.105585605,None,None,None
166000,1.0811961,-0.10737665,None,None,None
166500,1.0821489,0.061693396,None,None,None
167000,1.0811313,-0.18641281,None,None,None
167500,1.085388,0.122939765,None,None,None
168000,1.0818242,0.14866334,None,None,None
168500,1.0744599,-0.106630884,None,None,None
169000,1.0759419,0.1379573,None,None,None
169500,1.0741072,-0.20202786,None,None,None
170000,1.0737759,-0.14003842,None,None,None
170500,1.0622427,-0.12681237,None,None,None
171000,1.064524,0.15022157,None,None,None
171500,1.0623807,-0.20484164,None,None,None
172000,1.0623438,-0.023226365,None,None,None
172500,1.0623493,-0.037901398,None,None,None
173000,1.0618372,-0.13183348,None,None,None
173500,1.0619558,-0.08257021,None,None,None
174000,1.0647695,0.088319585,None,None,None
174500,1.0619322,0.0012303144,None,None,None
175000,1.058246,0.09562898,None,None,None
175500,1.0611039,0.0075450414,-0.12949999555712566,10840.0,-0.12949999544071034
176000,1.0552725,-0.1452792,None,None,None
176500,1.0580825,0.14172389,None,None,None
177000,1.0650084,-0.101408206,None,None,None
177500,1.0660845,0.030970596,None,None,None
178000,1.0707458,0.17575775,None,None,None
178500,1.0786552,0.035214666,None,None,None
179000,1.0654999,-0.16675156,None,None,None
179500,1.0668776,0.036744382,None,None,None
180000,1.0708078,0.16648991,None,None,None
180500,1.0659176,-0.048712805,None,None,None
181000,1.0655857,-0.102055624,None,None,None
181500,1.0651929,0.11388185,None,None,None
182000,1.0668058,0.13801907,None,None,None
182500,1.0629259,-0.06673899,None,None,None
183000,1.0655657,0.12726879,None,None,None
183500,1.0636348,0.12483944,None,None,None
184000,1.0574565,-0.05999648,None,None,None
184500,1.0604993,0.13314545,None,None,None
185000,1.0624534,0.09147527,None,None,None
185500,1.0575138,-0.08783144,None,None,None
186000,1.0616795,0.026848726,None,None,None
186500,1.0650026,0.019134874,-0.10249999654479325,10722.0,-0.10249999730149284
187000,1.0647414,0.13934505,None,None,None
187500,1.0681784,0.0126500055,None,None,None
188000,1.0783762,-0.1338687,None,None,None
188500,1.0876218,-0.21070276,None,None,None
189000,1.0707351,-0.2555187,None,None,None
189500,1.0630476,-0.032687955,None,None,None
190000,1.0656116,0.0038052239,None,None,None
190500,1.0682182,0.046803165,None,None,None
191000,1.0706323,0.10032138,None,None,None
191500,1.0743343,-0.01753527,None,None,None
192000,1.077485,-0.12916416,None,None,None
192500,1.0628909,-0.09050671,None,None,None
193000,1.0639225,0.05784358,None,None,None
193500,1.0630728,-0.022651287,None,None,None
194000,1.0629944,-0.036377802,None,None,None
194500,1.0681285,0.088787735,None,None,None
195000,1.072596,0.030671524,None,None,None
195500,1.0791477,-0.090752855,None,None,None
196000,1.078971,-0.16271839,None,None,None
196500,1.0682665,-0.06777155,None,None,None
197000,1.0754023,0.077202626,-0.06599999783793464,10806.0,None
197500,1.0763115,0.018246459,None,None,-0.06599999777972698
198000,1.0740553,-0.11032531,None,None,None
198500,1.0739794,0.014666703,None,None,None
199000,1.0753703,0.08214526,None,None,None
199500,1.0763967,-0.02873303,None,None,None
200000,1.0830777,-0.129075,None,None,None
200500,1.0892332,-0.18772443,None,None,None
201000,1.0805653,-0.23487288,None,None,None
201500,1.0679135,-0.104820535,None,None,None
202000,1.0696707,0.03331148,None,None,None
202500,1.071447,0.008570891,None,None,None
203000,1.076243,-0.08846116,None,None,None
203500,1.0775328,-0.15015623,None,None,None
204000,1.0716645,-0.08715198,None,None,None
204500,1.0739104,0.04377678,None,None,None
205000,1.0756638,-0.027064491,None,None,None
205500,1.081325,-0.101079345,None,None,None
206000,1.0872593,-0.13564251,None,None,None
206500,1.08489,-0.14740014,None,None,None
207000,1.0735769,-0.07585061,None,None,None
207500,1.0749465,0.055526786,None,None,None
208000,1.0739163,-0.024412075,-0.04699999844888225,10773.0,-0.04699999844888225
208500,1.0699295,-0.046586107,None,None,None
209000,1.0699761,-0.03390843,None,None,None
209500,1.0713106,0.056925647,None,None,None
210000,1.0777569,0.02013779,None,None,None
210500,1.0832597,-0.086502776,None,None,None
211000,1.0799109,-0.09256865,None,None,None
211500,1.0812492,0.06375509,None,None,None
212000,1.0803137,-0.04234065,None,None,None
212500,1.0730438,-0.04112795,None,None,None
213000,1.0736223,0.045790695,None,None,None
213500,1.0736907,0.012053719,None,None,None
214000,1.0732983,0.016024116,None,None,None
214500,1.0709373,0.05402215,None,None,None
215000,1.0668539,-0.023767238,None,None,None
215500,1.0687424,0.088385105,None,None,None
216000,1.0690702,-0.061374497,None,None,None
216500,1.0667585,-0.071285576,None,None,None
217000,1.0679263,0.0935193,None,None,None
217500,1.0666103,-0.04005957,None,None,None
218000,1.0675311,0.07867806,None,None,None
218500,1.0691661,0.017297605,None,None,None
219000,1.0796511,-0.13102086,-0.08549999725073576,10756.0,-0.08549999725073576
219500,1.0831642,-0.19187973,None,None,None
220000,1.0740157,-0.13066551,None,None,None
220500,1.0750679,0.095881276,None,None,None
221000,1.0761302,0.010887511,None,None,None
221500,1.0776302,-0.13491504,None,None,None
222000,1.0829682,-0.17590982,None,None,None
222500,1.0795186,-0.19849877,None,None,None
223000,1.0735658,-0.00076542795,None,None,None
223500,1.0761933,0.11948306,None,None,None
224000,1.0771105,-0.072139435,None,None,None
224500,1.080304,-0.14814359,None,None,None
225000,1.085125,-0.1648721,None,None,None
225500,1.079796,-0.17582014,None,None,None
226000,1.0727026,-0.06484863,None,None,None
226500,1.0735061,0.121406615,None,None,None
227000,1.0749253,0.082421154,None,None,None
227500,1.0760863,-0.12254597,None,None,None
228000,1.0811443,-0.15826824,None,None,None
228500,1.0743837,-0.12292957,None,None,None
229000,1.0742826,0.012874693,None,None,None
229500,1.0769453,0.11878417,-0.04749999847263098,10756.0,-0.04749999847263098
230000,1.0698252,-0.0692364,None,None,None
230500,1.068318,-0.035744905,None,None,None
231000,1.0697694,0.15154351,None,None,None
231500,1.0706906,0.006326955,None,None,None
