Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length
700,1.7884816,1.1700652,2.0000000298023224,698.0
1400,1.7899749,1.1088946,1.3000000193715096,698.0
2100,1.7895463,1.1323497,1.0000000149011612,698.0
2800,1.7898796,1.1657455,0.7000000104308128,698.0
3500,1.7899598,1.1708431,1.1000000163912773,698.0
4200,1.7901256,1.1559873,0.800000011920929,698.0
4900,1.7899355,1.1617773,0.6000000089406967,698.0
5600,1.789686,1.1907041,1.5000000223517418,698.0
6300,1.7898861,1.1964195,0.800000011920929,698.0
7000,1.7898768,1.2001479,1.700000025331974,698.0
7700,1.7899963,1.2279363,1.700000025331974,698.0
8400,1.7900478,1.2178104,1.600000023841858,698.0
9100,1.7901214,1.2344992,1.5000000223517418,698.0
9800,1.7896665,1.274453,0.9000000134110451,698.0
10500,1.7900614,1.2787621,1.0000000149011612,698.0
11200,1.7899578,1.2967563,1.5000000223517418,698.0
11900,1.78968,1.3264759,2.400000035762787,698.0
12600,1.7901106,1.3161821,1.1000000163912773,698.0
13300,1.7898732,1.3474768,1.3000000193715096,698.0
14000,1.788978,1.3718618,0.5000000223517418,464.0
14700,1.7891192,1.3863976,1.3000000193715096,698.0
15400,1.7898458,1.4181333,0.20000000298023224,698.0
16100,1.7897103,1.4477737,1.0000000149011612,698.0
16800,1.7896837,1.4492943,1.4000000208616257,698.0
17500,1.7899278,1.4687457,1.1000000163912773,698.0
18200,1.7899309,1.4918532,1.3000000193715096,698.0
18900,1.7898626,1.4909487,1.600000023841858,698.0
19600,1.7892565,1.4902891,0.6000000238418579,698.0
20300,1.7893229,1.5054363,1.600000023841858,698.0
21000,1.7898538,1.5195955,1.600000023841858,698.0
21700,1.7901154,1.5310992,0.30000000447034836,698.0
22400,1.7900089,1.5371854,0.7000000104308128,698.0
23100,1.7898806,1.5398357,1.4000000208616257,698.0
23800,1.7901512,1.5509398,2.1000000312924385,698.0
24500,1.7900188,1.5646303,1.0000000223517418,498.5
25200,1.7898415,1.5558655,0.10000000149011612,698.0
25900,1.7901181,1.5697236,0.800000011920929,698.0
26600,1.7901351,1.575734,2.2000000327825546,698.0
27300,1.7903508,1.570885,1.3000000193715096,698.0
28000,1.7902904,1.5861223,1.1000000163912773,698.0
28700,1.7902999,1.5977664,0.7000000104308128,698.0
29400,1.7899494,1.5908282,0.20000001788139343,648.0
30100,1.7893939,1.5685616,0.7500000260770321,414.5
30800,1.7901971,1.583055,1.3000000193715096,698.0
31500,1.7902232,1.6012932,2.0000000298023224,698.0
32200,1.7902578,1.6079384,1.5000000223517418,698.0
32900,1.7901086,1.6134388,1.700000025331974,698.0
33600,1.7903489,1.6109583,1.3000000193715096,698.0
34300,1.7900628,1.6257049,1.3000000193715096,698.0
35000,1.7903407,1.6256618,0.5000000074505806,698.0
35700,1.790253,1.6353137,0.5000000074505806,698.0
36400,1.7901698,1.6405864,1.4000000208616257,698.0
37100,1.7904167,1.6387604,1.5000000223517418,698.0
37800,1.7901616,1.6418958,0.4000000059604645,698.0
38500,1.790217,1.6552721,0.9000000134110451,698.0
39200,1.7900008,1.6434528,3.600000023841858,444.0
39900,1.790007,1.6584532,0.9000000134110451,698.0
40600,1.7904087,1.6796937,1.2000000178813934,698.0
