100;2;2;4,625118;100
94;2;2;0,3043153;98
90;2;2;0,3043153;96
90;2;2;0,3043153;94
84;2;2;0,3043153;92
80;2;2;0,3043153;90
80;2;2;0,3043153;88
74;2;2;0,3043153;86
70;2;2;0,3043153;84
70;2;2;0,3043153;82
64;2;2;0,3043153;80
60;2;2;0,3043153;78
60;2;2;0,3043153;76
54;2;2;0,3043153;74
50;2;2;0,3043153;72
50;2;2;0,3043153;70
44;2;2;0,3043153;68
40;2;2;0,3043153;66
40;2;2;0,3043153;64
34;2;2;0,3043153;62
30;2;2;0,3043153;60
30;2;2;0,3043153;58
26;2;2;0,3043153;56
20;2;2;0,3043153;54
20;2;2;0,3043153;52
16;2;2;0,3043153;50
10;2;2;0,3043153;48
10;2;2;0,3043153;46
6;2;2;0,3043153;44
Boss
