Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Environment/Cumulative Reward,Environment/Episode Length
210000,1.3559765,0.09105581,7.0736365,2.0014000331575517,1252.0
211400,1.3564489,0.08581428,6.963503,2.0014000331575517,1152.0
212800,1.3564973,0.044699863,6.709584,0.0,1398.0
214200,1.3574011,0.088132046,7.0508447,2.0014000331575517,1234.0
215600,1.3581643,0.1663901,6.3291,1.0011999803391518,1143.0
217000,1.3589207,0.10749664,6.5700507,2.0063999608828453,869.0
218400,1.3606751,0.11327549,6.567729,2.005399960835348,1030.0
219800,1.3604978,0.22786069,7.806471,2.0182999614917208,949.0
221200,1.3569846,0.16787577,8.257128,0.0,1398.0
222600,1.3544617,0.15892836,6.696582,2.005399960835348,829.0
224000,1.3546352,0.16820286,6.632509,2.0038999970201985,1093.5
225400,1.354368,0.13464563,6.949038,2.0085999610018916,944.0
226800,1.3545145,0.19153221,8.8954315,2.006899997169967,855.0
228200,1.3570465,0.12194277,6.7281046,2.0113999611348845,639.0
229600,1.3551288,0.16845699,6.8547316,2.0103999973580358,810.5
231000,1.35912,0.22682281,9.498013,2.0144999612894026,1140.0
232400,1.3527242,0.16551405,7.8580937,2.0014000331575517,1297.0
233800,1.3582917,0.64379287,5.803531,0.0,1398.0
235200,1.3572332,0.085562065,6.6250486,2.007399960930343,603.0
236600,1.3562734,0.24134026,6.673679,2.0014000331575517,1018.5
238000,1.3566978,0.15721482,6.8181286,2.0014000331575517,747.0
239400,1.3543655,0.06491375,6.55949,2.0014000331575517,1351.0
240800,1.3532114,0.07707621,6.5079317,0.0,1398.0
242200,1.3542173,0.14470379,6.70011,2.0014000331575517,982.0
243600,1.3495438,0.19311641,6.780632,2.0043999607878504,902.0
245000,1.3500731,0.06876245,6.37376,0.0,1398.0
246400,1.3499485,0.026010694,5.996991,0.0,1398.0
247800,1.3478478,0.15405224,6.6263604,2.013399997500528,1075.0
249200,1.3448441,0.11608341,6.4182525,2.0014000331575517,1168.0
250600,1.3447288,0.16954957,6.458066,2.0123999612260377,666.0
252000,1.3396199,0.11060277,6.406446,1.0027999804224237,1020.0
253400,1.3327136,0.24864024,6.628298,0.5259999916670495,773.0
254800,1.3321697,0.3301817,8.819727,2.0033999969964498,724.5
256200,1.3325814,0.19670992,6.47476,-0.9842000122298487,1042.0
257600,1.3317596,0.30029875,9.360734,2.003399960725801,969.0
259000,1.3322321,0.21321106,6.2519774,2.0114999611396343,700.0
260400,1.332242,0.42303813,7.795499,2.0077333184550903,669.6666666666666
261800,1.339296,0.14213437,6.2391996,2.0043999607878504,1233.0
263200,1.340288,0.083657265,6.231017,0.0,1398.0
264600,1.3406899,0.14742284,6.274188,2.010799961120938,1087.0
266000,1.341814,0.3254185,9.725132,2.011099961135187,890.5
267400,1.3437268,0.19598795,6.058158,2.024399961781455,961.0
268800,1.3431568,0.243719,8.95707,2.0084000093435557,780.6666666666666
270200,1.3487945,0.14426488,6.0550213,-0.9841999790223781,727.0
271600,1.3542374,0.19944642,8.74406,2.010399961087387,1105.5
273000,1.3546895,0.15833892,6.052026,0.0,1398.0
274400,1.3551997,0.1844342,6.139491,2.015399961353978,1066.0
275800,1.357287,0.30682775,5.958971,2.0184000339795602,832.0
277200,1.357299,0.022122348,5.8504753,0.0,1398.0
278600,1.3573165,0.050467864,5.9874744,0.0,1398.0
280000,1.3560573,0.13184702,6.092734,2.0108999611256877,835.0
281400,1.3560697,0.16325384,11.275076,0.0,1398.0
282800,1.3562396,0.109011,5.883444,2.0305999620904913,1206.0
284200,1.3505067,0.13789056,11.536883,1.0051999805509695,980.5
285600,1.3518269,0.05034019,5.9015236,0.0,1398.0
287000,1.3518627,0.1076226,6.1051893,2.0063999608828453,1160.0
288400,1.3519347,0.15349878,6.036392,2.012399961211486,1188.0
289800,1.3524413,0.07074265,6.0932946,0.0,1398.0
291200,1.3522345,0.03886561,6.0086803,0.0,1398.0
292600,1.3536271,0.08604139,6.041132,-0.9686000114306808,1017.0
294000,1.3549275,0.06584291,12.31063,0.0,1398.0
295400,1.3534338,0.1963041,5.8726187,2.0014000331575517,1319.0
296800,1.3528576,0.027776567,5.876181,1.0086999807244865,1031.0
298200,1.3496288,-0.045325313,6.072577,2.0063999608973972,903.0
299600,1.3496294,0.023308642,6.144387,2.0117332944986024,670.6666666666666
301000,1.3405015,0.17719725,5.7085185,2.0033999969964498,607.0
302400,1.3353738,-0.16491196,6.3114576,0.0,1398.0
303800,1.3366276,-0.03958185,8.144551,1.0116666849741403,640.3333333333334
305200,1.3296287,0.015289565,5.8347497,2.010399961116491,761.0
306600,1.3229672,-0.16991197,6.103479,1.0149333034496522,656.0
308000,1.3215178,-0.013216838,8.597946,2.0014000331575517,688.0
309400,1.3229659,0.18835439,5.8703074,2.0038999970347504,666.0
310800,1.3406093,-0.06291813,12.97511,1.006533338271159,803.3333333333334
312200,1.3415207,-0.3025012,6.78537,None,None
313600,1.3413353,-0.2911396,6.531078,2.0073999609448947,867.0
315000,1.3411696,0.07767513,6.44282,2.004899997074972,1073.5
316400,1.3420619,-0.35243365,7.186367,2.0093999610253377,683.0
317800,1.3415045,-0.19768302,11.526439,2.011733342835214,784.0
319200,1.3361472,-0.3544616,7.1505203,2.009900033590384,678.0
320600,1.3360027,-0.4125722,7.0310955,2.012399961182382,1321.0
322000,1.3367258,-0.34796616,7.7269745,-0.9685999948414974,774.5
323400,1.3474486,-0.17383805,14.217165,-0.9702000115066767,715.0
324800,1.3472171,-0.07344636,12.358131,2.0143999613355845,765.0
326200,1.3467354,-0.37953284,7.635422,2.002899996965425,1284.5
327600,1.3431878,-0.27741653,10.990279,2.0014000331575517,627.0
329000,1.3402331,-0.26432908,7.752964,2.0043999607732985,1187.0
330400,1.3412013,-0.23113655,8.043736,2.019399961543968,782.5
331800,1.3423973,0.05415628,12.2943325,2.011533294474551,731.6666666666666
333200,1.3412583,-0.18313327,11.440916,2.009599961078493,653.0
334600,1.3433598,-0.22710499,15.172352,0.5127999744290719,874.5
336000,1.3419533,-0.17500229,11.652673,2.0085999610018916,629.0
337400,1.3343836,-0.13250013,12.961589,2.009400033566635,872.0
338800,1.3347337,-0.05827875,8.572197,2.0104666761035332,688.6666666666666
340200,1.3346491,-0.06779534,11.072261,2.0073999609521707,825.0
341600,1.3317035,-0.020681018,8.568778,2.0073999609448947,588.0
343000,1.3316442,0.468074,8.482568,2.012399961196934,634.0
344400,1.3317009,0.03372715,8.3907795,2.007399960930343,479.0
345800,1.3300914,0.14612928,8.998332,2.007733318469642,765.0
347200,1.3280269,-0.14117058,9.003063,2.0014000331575517,543.0
348600,1.328068,0.010760461,8.97591,2.0053999971132725,665.0
350000,1.3328484,0.17406797,9.160435,2.0040666757898484,790.0
351400,1.3381943,-0.26718044,11.149167,1.0139999700768385,539.6666666666666
352800,1.3379161,-0.38405246,15.284284,0.5163000108586857,657.5
354200,1.3396827,-0.28267473,12.124583,-0.985799979098374,764.0
355600,1.3401779,-0.29323134,13.397884,2.008099960963591,721.0
357000,1.3411379,-0.3015113,15.835817,2.0023999606783036,941.0
358400,1.3397977,-0.21320714,12.499003,2.0067333425977267,720.0
359800,1.3527195,-0.39977437,8.245508,0.0,1398.0
361200,1.3534824,-0.30131972,9.263954,2.0014000331575517,666.0
362600,1.3540672,-0.33185995,8.928555,1.0021999803866493,992.0
364000,1.358714,-0.04682631,14.575322,2.0093999973178143,838.0
365400,1.359816,-0.3059935,9.46869,2.011399961193092,460.0
366800,1.359497,-0.2492005,13.077122,2.005399960835348,996.0
368200,1.369934,0.12675536,9.295698,2.0014000331575517,1172.0
369600,1.370116,-0.39662135,9.307988,2.0014000331575517,1385.0
371000,1.3698546,-0.26416382,10.048614,2.0018999969179276,782.0
372400,1.3714669,-0.2401589,9.670767,2.0014000331575517,1068.0
373800,1.3681383,0.20233206,9.497837,2.0060666758945445,678.6666666666666
375200,1.3706099,-0.40098244,8.813705,0.0,1398.0
376600,1.3524858,-0.47447586,9.466621,0.0011999999696854502,1398.0
378000,1.3764764,0.35485175,9.765855,2.0014000331575517,757.0
379400,1.3759228,-0.45502287,10.135202,2.0143999613355845,651.0
380800,1.3762522,-0.4643356,10.041215,2.0073999971864396,972.5
382200,1.3599638,0.65525323,9.200352,2.0014000331575517,1024.0
383600,1.3762883,-0.46907428,9.35302,2.025599961867556,1167.0
385000,1.3761913,-0.30075395,16.762943,0.0,1398.0
386400,1.3741434,0.13320877,9.246743,2.0014000331575517,1068.5
387800,1.3731052,-0.38601834,10.44249,2.0073999609594466,690.0
389200,1.3727468,-0.28352246,13.155768,2.003466651576067,872.0
390600,1.3710643,-0.42016843,9.364019,None,None
392000,1.3706303,0.15254557,13.031153,2.01039999735076,949.0
393400,1.3700377,-0.3411593,10.144277,2.0058999971224694,830.0
394800,1.3663895,-0.06429452,10.081782,0.5113999909444829,780.0
396200,1.3617777,0.21167031,15.119663,2.0164999613989494,556.0
397600,1.3606153,-0.2901348,14.458729,2.0014000331575517,711.0
399000,1.3614342,-0.160087,9.736836,2.0014000331575517,1246.0
400400,1.3587816,-0.1549224,10.225327,2.0014000331575517,1107.0
401800,1.362486,-0.27033365,9.904361,2.008399960985116,956.0
403200,1.3631952,-0.16160437,9.551942,0.0,1398.0
404600,1.3608253,0.20997004,9.719329,2.0014000331575517,758.0
406000,1.3604267,-0.55040514,9.584784,0.0,1398.0
407400,1.3570744,-0.26505163,9.678876,2.0014000331575517,1057.5
408800,1.3533148,-0.25994283,10.381542,2.0014000331575517,733.0
410200,1.353241,-0.08225504,12.762845,2.007733318469642,671.6666666666666
411600,1.33976,0.468762,9.658882,2.013499997512554,693.5
413000,1.3417708,-0.14438172,14.262874,2.0014000331575517,791.0
414400,1.338792,-0.1667562,10.165134,2.0018999969179276,906.5
415800,1.3312238,0.20673113,9.3439665,2.008899961016141,632.0
417200,1.3269582,-0.18822224,17.569046,2.0049999970869976,906.0
418600,1.3277044,-0.17990541,12.837926,2.0014000331575517,990.0
420000,1.3266771,-0.21352439,10.304139,2.0014000331575517,949.0
421400,1.3149496,-0.086510465,9.687997,2.002733342383484,819.3333333333334
422800,1.3184216,-0.058937967,10.088689,2.021599961677566,878.0
424200,1.3163346,-0.20402496,17.998804,2.017399961478077,1044.0
425600,1.33742,-0.21699367,9.455617,2.010399961101939,1086.5
427000,1.3383101,-0.25257742,9.646605,2.0014000331575517,1149.0
428400,1.3387316,-0.08218601,10.430576,2.0014000331575517,984.0
429800,1.3351887,-0.38426602,9.544927,0.0,1398.0
431200,1.3341206,-0.3312476,9.468312,2.0014000331575517,1301.0
432600,1.3349378,-0.20060344,10.313735,0.0,1398.0
434000,1.3314974,-0.30563688,9.424412,0.0,1398.0
435400,1.3312615,-0.2494117,10.057083,0.0,1398.0
436800,1.3293979,0.0596513,10.070051,2.004899997067696,907.0
438200,1.3355981,-0.32518023,9.263493,2.0023999606783036,1215.0
439600,1.3364785,0.12433144,10.021648,2.0017333423311356,692.3333333333334
441000,1.3375401,-0.2410056,9.821011,2.0063999608973972,589.0
442400,1.3329245,-0.05860116,9.74287,2.0014000331575517,942.0
443800,1.3243228,-0.06524951,9.900689,2.0023999969489523,919.5
445200,1.3266386,-0.21808791,9.510986,2.013399961273535,709.0
446600,1.3253509,0.15191355,10.0954075,2.010399961116491,845.0
448000,1.3240632,-0.13623066,9.951873,0.0,1398.0
449400,1.3209634,0.03797925,10.0588665,2.0058999971151934,852.5
450800,1.3181565,-0.018237144,9.75741,2.0014000331575517,1040.0
452200,1.3322144,-0.3460647,8.9676075,0.0,1398.0
453600,1.3311052,-0.18976858,9.58008,2.0014000331575517,1131.0
455000,1.3261886,-0.14164172,9.192136,2.0014000331575517,1150.0
456400,1.3093113,0.11575172,8.927989,2.010399961109215,828.5
457800,1.3080672,0.13833371,9.539999,2.0063999850584273,681.0
459200,1.2987049,-0.18542652,9.57436,None,None
460600,1.3138787,-0.40587747,8.616307,1.0019999803625979,1069.5
462000,1.3185972,-0.26194343,12.118182,2.0094999610519153,775.5
463400,1.3195359,-0.24499492,12.127339,2.0014000331575517,512.0
464800,1.307257,-0.16852404,9.277898,2.007399985125327,665.6666666666666
466200,1.3044785,-0.17232543,9.611067,2.0014000331575517,878.0
467600,1.30583,-0.17703561,9.547911,2.0014000331575517,947.0
469000,1.2883134,0.11695415,9.355022,2.0014000331575517,956.5
470400,1.2839208,-0.32319355,9.041191,2.0014000331575517,1217.0
471800,1.2799946,-0.015331894,8.941,2.0043999607878504,937.0
473200,1.2703137,-0.044166744,8.807661,2.0014000331575517,1001.0
474600,1.2489916,-0.31977466,8.33324,2.008899961030693,1033.5
476000,1.2515917,-0.33070636,13.202608,2.0014000331575517,1013.0
477400,1.2503923,-0.08686937,9.163865,2.011399961193092,980.0
478800,1.2462468,0.009011924,9.284498,2.0014000331575517,871.0
480200,1.2499722,-0.48220474,7.749132,0.0,1398.0
481600,1.2449083,-0.054461285,8.672244,2.0014000331575517,1054.0
483000,1.2385404,-0.4166696,7.1401863,0.0,1398.0
484400,1.250248,0.0669176,9.103001,2.011399961193092,880.0
485800,1.2399292,0.35805875,8.992159,2.0023999969416764,777.5
487200,1.2418437,-0.34168068,8.096617,2.0014000331575517,1310.0
488600,1.2448066,-0.26382783,8.731601,0.0,1398.0
490000,1.2422171,-0.1485474,8.704861,2.0014000331575517,915.0
491400,1.2439197,-0.13994521,8.592705,2.0014000331575517,956.5
492800,1.245341,-0.31688794,8.020321,2.0014000331575517,1227.0
494200,1.2465104,0.08462136,9.330747,2.015399961383082,903.0
495600,1.2395391,-0.092679285,8.651963,2.0014000331575517,994.0
497000,1.2543374,-0.085729085,11.715701,2.0136999975220533,1131.0
498400,1.2361757,0.3568956,11.391091,2.0123999612405896,750.0
499800,1.2359248,-0.391422,7.2201934,0.0,1398.0
501200,1.2394108,0.05208342,8.750544,2.0014000331575517,925.0
502600,1.2346915,0.09035778,8.845929,2.0014000331575517,715.0
504000,1.2215983,0.08041922,8.2955675,2.0014000331575517,858.0
505400,1.219551,0.0018352469,8.2683,2.0014000331575517,645.5
506800,1.2193596,-0.12732787,7.9595194,2.0014000331575517,722.0
508200,1.2183027,0.095908634,8.427541,2.0054000092010633,658.3333333333334
509600,1.2211976,-0.090221226,8.031006,2.0014000331575517,965.0
511000,1.2127091,0.15942818,8.359797,2.0014000331575517,980.0
512400,1.2174999,0.17318267,8.276454,2.0014000331575517,769.3333333333334
513800,1.2409503,0.24870175,8.199729,2.0014000331575517,667.5
515200,1.2417943,-0.27907556,7.042196,0.0,1398.0
516600,1.2409233,0.048487753,8.007458,2.0073999972228194,716.5
518000,1.2643759,0.13108619,7.761205,2.0014000331575517,749.0
519400,1.2649697,0.111144714,7.664013,2.008399997270317,522.0
520800,1.2586511,0.2610052,7.9052563,2.0014000331575517,765.0
522200,1.2965788,0.25220963,7.632577,2.0014000331575517,654.3333333333334
523600,1.2956305,0.008582085,7.182087,2.0014000331575517,675.5
525000,1.2950207,0.1551493,7.4079137,2.0014000331575517,522.0
526400,1.285012,0.37313175,7.6058297,2.0073999609594466,678.5
527800,1.2881433,0.6110701,7.7446404,2.0014000331575517,653.0
529200,1.2907767,0.17256986,7.1923127,2.004733342502732,617.0
530600,1.2900736,0.16403233,7.0563936,2.0014000331575517,648.0
532000,1.2893459,0.49447775,7.2575088,2.0014000331575517,740.5
533400,1.2912053,0.17513677,6.9223175,2.0014000331575517,639.5
534800,1.2993978,0.39582238,7.160233,2.003399960740353,872.0
536200,1.3035326,0.51300734,11.501718,2.0117332945180046,574.0
537600,1.305477,0.67686176,7.211394,2.003999997032224,623.5
539000,1.3092455,0.47597376,10.132286,2.008399961036048,572.5
540400,1.305278,0.45024472,6.881098,2.007899997246568,817.5
541800,1.3108705,0.41859666,6.9264355,2.0014000331575517,524.0
543200,1.307999,0.519293,7.020725,2.0084999610189698,838.5
544600,1.2838444,0.4181973,10.38583,2.005066675851898,587.6666666666666
546000,1.2868534,0.34122425,6.809967,2.0014000331575517,716.0
547400,1.2713842,0.52338463,6.8823414,2.0014000331575517,738.0
548800,1.2618396,0.22970286,6.4259796,2.0014000331575517,583.0
550200,1.2617469,0.32047358,6.6495934,2.0014000331575517,611.0
551600,1.2569108,0.65215844,6.830478,2.008399997270317,718.5
553000,1.2815989,0.46400216,7.0354505,2.0014000331575517,675.3333333333334
554400,1.2822602,0.36653924,6.8663154,2.0014000331575517,797.5
555800,1.2845395,0.5313064,6.8217406,2.0068999971990706,740.5
557200,1.2510209,0.24553114,6.423306,2.0014000331575517,551.0
558600,1.2577525,0.27068484,6.3791504,2.0068999971990706,714.0
560000,1.2519351,0.3258263,6.588984,2.0103999611455947,1062.0
561400,1.2577293,0.44059333,6.842604,2.0014000331575517,660.6666666666666
562800,1.2691686,0.27516484,6.451035,2.008399997270317,725.5
564200,1.2709975,0.22128803,6.2461786,2.0014000331575517,504.5
565600,1.2829068,0.21227355,6.102175,2.0014000331575517,551.0
567000,1.2854663,0.36953703,6.4931884,2.0014000331575517,647.5
568400,1.2818676,0.29263505,6.5146847,1.0007000165787758,990.5
