Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
10,2.1957664,0.13967398,-1.0,6.0,-1.0
20,2.1957288,0.1381449,-1.0,6.0,-1.0
30,2.195637,0.12522857,-1.0,6.0,-1.0
40,2.1957893,0.13741218,-1.0,6.0,-1.0
50,2.1958952,0.12869938,-1.0,6.0,-1.0
60,2.1958258,0.11150704,-1.0,6.0,-1.0
70,2.195696,0.11141769,-1.0,6.0,-1.0
80,2.1957593,0.11344041,-1.0,6.0,-1.0
90,2.1959128,0.15021038,-1.0,6.0,-1.0
100,2.1958394,0.14058408,-1.0,6.0,-1.0
110,2.1958194,0.09926466,-1.0,6.0,-1.0
120,2.1957257,0.122029394,-1.0,6.0,-1.0
130,2.195785,0.14527385,-1.0,6.0,-1.0
140,2.1959243,0.10777048,-1.0,6.0,-1.0
150,2.1958234,0.108660646,-1.0,6.0,-1.0
160,2.1958218,0.14728686,-1.0,6.0,-1.0
170,2.1958175,0.1158762,-1.0,6.0,-1.0
180,2.1957746,0.097764075,-1.0,6.0,-1.0
190,2.1958497,0.091457315,-1.0,6.0,-1.0
200,2.1958933,0.14979033,-1.0,6.0,-1.0
210,2.195826,0.1772436,-1.0,6.0,-1.0
220,2.1956763,0.11859959,-1.0,6.0,-1.0
230,2.1956575,0.12739247,-1.0,6.0,-1.0
240,2.195838,0.09534578,-1.0,6.0,-1.0
250,2.19578,0.14700237,-1.0,6.0,-1.0
260,2.1958742,0.10874426,-1.0,6.0,-1.0
270,2.195749,0.12107817,-1.0,6.0,-1.0
280,2.195888,0.10176571,-1.0,6.0,-1.0
290,2.195867,0.15900075,-1.0,6.0,-1.0
300,2.195695,0.11939104,-1.0,6.0,-1.0
310,2.1958506,0.109670155,-1.0,6.0,-1.0
320,2.1958852,0.13804393,-1.0,6.0,-1.0
330,2.1958592,0.15134172,-1.0,6.0,-1.0
340,2.1958046,0.12536402,-1.0,6.0,-1.0
350,2.19568,0.101874255,-1.0,6.0,-1.0
360,2.1958125,0.10415734,-1.0,6.0,-1.0
370,2.1958878,0.15809117,-1.0,6.0,-1.0
380,2.1958983,0.12706283,-1.0,6.0,-1.0
390,2.195763,0.1321337,-1.0,6.0,-1.0
400,2.1959076,0.09034473,-1.0,6.0,-1.0
410,2.1958892,0.18082142,-1.0,6.0,-1.0
420,2.1957827,0.12861782,-1.0,6.0,-1.0
430,2.1958473,0.093479805,-1.0,6.0,-1.0
440,2.1958494,0.15821578,-1.0,6.0,-1.0
450,2.1958697,0.14969654,-1.0,6.0,-1.0
460,2.195843,0.14755917,-1.0,6.0,-1.0
470,2.1957173,0.120074004,-1.0,6.0,-1.0
480,2.195787,0.09872569,-1.0,6.0,-1.0
490,2.195872,0.1358224,-1.0,6.0,-1.0
500,2.1957695,0.12722382,-1.0,6.0,-1.0
510,2.1957026,0.11184683,-1.0,6.0,-1.0
520,2.1958337,0.10947272,-1.0,6.0,-1.0
