100;1;3;1,399019;100
92;1;3;0,3601063;97
90;1;3;1,465555;94
90;1;3;0,6834865;91
82;1;3;1,062815;88
80;1;3;1,390823;85
71;1;3;0,7531976;82
66;1;3;1,028631;79
62;1;3;1,316368;76
60;1;3;1,339058;73
56;1;3;1,316232;70
52;1;3;1,338875;67
50;1;3;1,316098;64
46;1;3;1,338695;61
42;1;3;1,315958;58
40;1;3;1,338521;55
36;1;3;1,315822;52
31;1;3;1,338337;49
30;1;3;1,315688;46
26;1;3;1,338158;43
21;1;3;1,315548;40
20;1;3;1,337984;37
16;1;3;1,315413;34
11;1;3;1,337805;31
10;1;3;1,315279;28
6;1;3;1,337621;25
Boss
