96;1;3;1,13515;100
92;1;3;0,3418503;97
86;1;3;1,495919;94
82;1;3;0,3645363;91
80;1;3;0,4986888;88
74;1;3;1,428547;85
70;1;3;0,7565023;82
70;1;3;0,8675132;79
64;1;3;0,8674065;76
60;1;3;0,8673105;73
60;1;3;0,8671932;70
54;1;3;0,8670871;67
50;1;3;0,866991;64
50;1;3;0,8668731;61
44;1;3;0,8667665;58
40;1;3;0,8666705;55
40;1;3;0,8665531;52
32;1;3;0,8664523;49
30;1;3;0,866351;46
30;1;3;0,8662331;43
22;1;3;0,8661318;40
20;1;3;0,8660304;37
16;1;3;0,8659184;34
12;1;3;0,8658123;31
10;1;3;0,865711;28
6;1;3;0,8655984;25
1;1;3;0,8654917;22
Boss
