Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length
263200,1.3403867,1.6712557,0.0,1398.0
264600,1.3398242,1.7381657,0.0,1398.0
266000,1.3418887,1.8379428,0.0,1398.0
267400,1.3418885,1.7457924,0.0,1398.0
268800,1.3419763,1.6716669,0.0,1398.0
270200,1.3421843,1.6677428,2.0190000942675397,1244.0
271600,1.3419085,1.6003993,0.0,1398.0
273000,1.3433893,1.7171041,0.0,1398.0
274400,1.346676,1.619361,2.0069999278057367,1136.0
275800,1.3461491,1.5015815,2.024000094505027,1082.0
277200,1.3459892,1.9148397,0.0,1398.0
278600,1.3459908,1.5295113,0.0,1398.0
280000,1.3461452,1.7265809,0.0,1398.0
281400,1.3459157,1.4967251,0.0,1398.0
282800,1.3460034,1.9289819,0.0,1398.0
284200,1.3461995,1.7432468,0.0,1398.0
285600,1.3461517,1.9436398,0.0,1398.0
287000,1.3464907,1.6036072,0.0,1398.0
288400,1.3462795,1.8423235,0.0,1398.0
289800,1.3463017,1.6796619,1.0034999639028683,1263.0
291200,1.347843,1.8847263,0.0,1398.0
292600,1.3484823,1.9596467,2.022999928565696,1112.0
294000,1.3482683,1.5838728,0.0,1398.0
295400,1.3480902,1.7736502,0.0,1398.0
296800,1.3467362,1.8746877,0.0,1398.0
298200,1.3483331,2.0789442,0.0,1398.0
299600,1.3473698,1.8644928,0.0,1398.0
301000,1.3473381,2.0334353,0.0,1398.0
302400,1.3474219,1.9291031,0.0,1398.0
303800,1.3472983,1.9466343,0.0,1398.0
305200,1.3461515,1.6580229,0.0,1398.0
306600,1.3478115,1.3629692,2.0069999278057367,685.0
308000,1.3363113,1.874429,0.0,1398.0
309400,1.3330828,1.9488747,0.0,1398.0
310800,1.3330142,2.1842217,0.0,1398.0
312200,1.3330523,1.8838243,0.0,1398.0
313600,1.3331578,1.8649907,0.0,1398.0
315000,1.3330488,2.2207756,0.0,1398.0
316400,1.3282654,1.5572877,0.0,1398.0
317800,1.3281372,2.0173259,0.0,1398.0
319200,1.3281989,2.1003509,0.0,1398.0
320600,1.3282694,1.7883981,0.0,1398.0
322000,1.3280994,2.007722,0.0,1398.0
323400,1.3283517,1.8669448,0.0,1398.0
324800,1.326688,1.7699981,0.0,1398.0
326200,1.3266616,1.792237,0.0,1398.0
327600,1.3267828,1.7848709,0.0,1398.0
329000,1.3267319,1.5267054,0.0,1398.0
330400,1.3266441,2.0700407,0.0,1398.0
