Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate
10000,1.3854414,1.0070444375596708,1230.4444444444443,0.039326392,0.8827499747276306,0.011023815,0.0966233,9.993395e-06
20000,1.3852315,1.786577775396937,1094.4444444444443,0.18021512,1.7857999801635742,0.014096465,0.115954526,9.984173e-06
30000,1.3853914,1.0071749897124391,1222.75,0.29988247,1.0041999816894531,0.009253923,0.114314064,9.97508e-06
40000,1.3855555,1.7902666644610388,1101.0,0.34539875,1.7936888535817463,0.010192478,0.11139466,9.96567e-06
50000,1.3857962,1.4357714422076242,1335.142857142857,0.46374837,1.7216857160840715,0.0075787427,0.12177479,9.956748e-06
60000,1.3856022,0.5058999904267694,1347.0,0.3929403,0.5058250095444237,0.0024141695,0.10569665,9.945212e-06
70000,1.3856595,1.5110499800412072,1309.375,0.40274572,1.2606750006161747,0.005844275,0.114311665,9.934018e-06
80000,1.3855895,1.7226857119863521,1295.5714285714287,0.44221905,1.720571415764945,0.005313754,0.117814675,9.9241115e-06
90000,1.3855071,1.4551111154513718,1107.0,0.4983092,1.679377794265747,0.006906334,0.10550733,9.915257e-06
100000,1.3857497,0.9139800054676016,1018.6,0.680844,0.7138399839401245,0.009831015,0.104157746,9.906543e-06
110000,1.3860363,1.2547499937190878,1284.0,0.7684163,1.5049249827861786,0.009808844,0.09316823,9.896787e-06
120000,1.3861295,0.6293500019364728,1233.75,0.68456113,0.6293499767780304,0.0076707304,0.09893743,9.88504e-06
130000,1.3860271,0.3834499889435392,1342.25,0.68486047,0.3834500014781952,0.0064679524,0.09963001,9.873955e-06
140000,1.386024,0.8586000038901277,1243.7142857142858,0.7410669,0.8586000033787319,0.0051825847,0.10801995,9.864123e-06
150000,1.3859541,1.0040749895506451,1256.125,0.43878388,1.0040749609470367,0.004701903,0.1102604,9.854073e-06
160000,1.385948,1.0062249896564026,1316.0,0.4904492,0.7532749772071838,0.0042555006,0.11560432,9.844401e-06
170000,1.3858713,0.2863999943988996,1393.857142857143,0.48176864,0.5754856722695487,0.004411258,0.11293341,9.835527e-06
180000,1.3859446,0.784577767201376,1133.888888888889,0.64183533,0.7845777935451932,0.0045948466,0.11263381,9.826488e-06
190000,1.3860732,1.4533333338962013,1081.2222222222222,0.7237967,1.230955547756619,0.009911276,0.10179214,9.81686e-06
200000,1.386046,0.3798500019747735,1333.5,0.65057176,0.6300249993801117,0.010033864,0.096096426,9.805029e-06
210000,1.3858896,1.1346999742145272,1155.0,0.7327324,1.1346999779343605,0.007940047,0.10612537,9.793466e-06
220000,1.3858042,1.5019250158475188,1247.0,0.701653,1.2517499923706055,0.005346585,0.120238684,9.784454e-06
230000,1.3856356,1.2564250119212375,1229.125,0.69478583,1.2564250064824591,0.004911977,0.11018328,9.774389e-06
240000,1.385488,1.2571999847859843,1269.75,0.687284,1.2565749883651733,0.0053206803,0.1112407,9.764464e-06
250000,1.3855755,1.1179777642731399,1211.3333333333333,0.68952954,1.3409110969967313,0.004978568,0.11008485,9.754539e-06
260000,1.3853297,1.434799982511322,1307.4285714285713,0.73870736,1.1475142751421248,0.0051573953,0.11647892,9.744669e-06
270000,1.3853695,1.677533329614865,1134.2222222222222,0.7355081,1.6785999867651198,0.009046728,0.10018359,9.734128e-06
280000,1.3854927,1.0044999805049883,1201.125,0.7356479,1.2546749586545047,0.004939585,0.11309029,9.724874e-06
290000,1.3856685,0.5043499994171725,1373.5,0.6988689,0.5043499780585989,0.0041020205,0.12022527,9.7156735e-06
300000,1.3855424,1.0051999896113557,1234.375,0.6900582,0.7521999776363373,0.0036653727,0.106723554,9.706182e-06
310000,1.3850985,0.8600285650214313,1346.5714285714287,0.67087924,0.8632570826365347,0.0037796241,0.117027886,9.696612e-06
320000,1.3848952,1.3382666567421337,1101.888888888889,0.6345842,1.3365999857584636,0.004732124,0.10801362,9.685017e-06
330000,1.3847315,1.115044446907834,1199.5555555555557,0.5938337,1.3390888902876112,0.0049712006,0.111153424,9.673737e-06
