Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
750,1.4197495,0.018254127,1.0400000308000017,381.0,0.9800000190734863
1500,1.4195303,0.05264248,1.1000000312924385,332.3333333333333,1.100000023841858
2250,1.4195303,0.05267053,1.1000000312924385,332.0,1.100000023841858
3000,1.4195309,0.051957853,1.1000000312924385,332.5,1.100000023841858
3750,1.4195304,0.0528453,1.1000000312924385,332.5,1.100000023841858
4500,1.4195303,0.05264433,1.1000000312924385,332.3333333333333,1.100000023841858
5250,1.4195328,0.052670576,1.1000000312924385,332.0,1.100000023841858
6000,1.4195508,-0.039798506,1.0650000321766129,507.0,1.030000001192093
6750,1.4195296,0.05064517,None,None,1.100000023841858
7500,1.4197749,0.11891935,2.052800032484811,747.0,2.0527999764308333
8250,1.4196407,0.16818397,1.3468666974658845,465.0,1.5203000265173614
9000,1.4195312,0.05214836,1.1000000312924385,332.0,1.0666666825612385
9750,1.4195307,0.07776862,1.0850000316713704,407.0,1.0850000381469727
10500,1.4195932,0.100340046,1.604000027757138,747.0,1.6040000235661864
11250,1.4196332,0.15475105,1.0801000317951548,432.0,1.060200035572052
12000,1.4195312,0.05102562,1.1000000312924385,332.0,1.100000023841858
12750,1.4195313,0.049221467,1.1000000312924385,332.3333333333333,1.100000023841858
13500,1.4195313,0.049008913,1.1000000312924385,332.5,1.100000023841858
14250,1.4195313,0.049429078,1.1000000312924385,332.5,1.100000023841858
15000,1.4195312,0.04925189,1.1000000312924385,332.0,1.100000023841858
15750,1.4195336,0.04922987,1.0989333646527182,338.0,1.100000023841858
16500,1.4195318,0.033837173,1.1000000312924385,332.5,1.098400056362152
17250,1.4195312,0.049468737,1.1000000312924385,332.0,1.100000023841858
18000,1.4195403,0.052109808,None,None,1.100000023841858
18750,1.4197543,0.12816595,1.5008000263478607,747.0,1.500800064764917
19500,1.4196647,0.15226102,1.2644000288661725,514.6666666666666,1.34660005569458
20250,1.4195313,0.05002112,1.1000000312924385,332.5,1.100000023841858
21000,1.4196701,0.06685796,1.0700000320503023,482.0,1.0699999928474426
21750,1.4196435,0.036653303,1.1000000312924385,332.0,1.100000023841858
22500,1.4196438,0.03662242,1.1000000312924385,332.5,1.100000023841858
23250,1.4196438,0.03643807,1.1000000312924385,332.5,1.100000023841858
24000,1.4196436,0.036538776,1.1000000312924385,332.3333333333333,1.100000023841858
24750,1.4196438,0.036556773,1.1000000312924385,332.0,1.100000023841858
25500,1.4196438,0.036431722,1.1000000312924385,332.5,1.100000023841858
26250,1.4196438,0.036438093,1.1000000312924385,332.5,1.100000023841858
27000,1.419648,0.036538795,1.1000000312924385,332.3333333333333,1.100000023841858
27750,1.4196439,0.038258754,1.1000000312924385,332.0,1.100000023841858
28500,1.4196956,0.05615514,1.076700031881046,448.5,1.0534000396728516
29250,1.4196436,0.036598653,1.1000000312924385,332.3333333333333,1.100000023841858
30000,1.4196438,0.036438163,1.1000000312924385,332.5,1.100000023841858
30750,1.419656,0.038954474,1.1000000312924385,332.0,1.100000023841858
31500,1.4196438,0.036621496,1.1000000312924385,332.5,1.100000023841858
32250,1.4196906,0.07218272,1.3974000249436358,747.0,1.100000023841858
33000,1.4195428,0.13209324,0.26080000947695225,747.0,1.3974000727757812
33750,1.4195454,0.1101622,0.19420000312675256,747.0,0.26079999562352896
34500,1.4197074,0.08184909,1.0000000298023224,317.0,0.5970999968703836
35250,1.4196258,0.06909523,1.6483000320804422,664.0,2.0
36000,1.4196435,0.11497358,1.1000000312924385,332.0,1.1983000040054321
36750,1.4196435,0.036552187,1.1000000312924385,332.0,1.100000023841858
37500,1.4196436,0.03653879,1.1000000312924385,332.3333333333333,1.100000023841858
38250,1.4196459,0.03662142,1.1000000312924385,333.0,1.100000023841858
39000,1.4196568,0.032851245,1.0944666980988889,359.6666666666667,1.0916999876499176
39750,1.4196155,0.036394715,1.1000000312924385,332.0,1.100000023841858
40500,1.4195862,0.08206039,0.7774000165081816,747.0,0.7774000084027648
41250,1.4197916,-0.13723335,1.0966000313783297,349.0,1.09660005569458
42000,1.4198947,0.16330083,1.604000027757138,747.0,1.6040000235661864
42750,1.4200301,0.18326707,1.2310666950361338,470.3333333333333,1.2966000437736511
43500,1.4202757,-0.053129077,0.6732000151241664,747.0,1.100000023841858
44250,1.4199969,0.0973647,1.0666666974623997,326.6666666666667,0.9244000216325124
45000,1.4199487,0.06775728,1.1000000312924385,332.5,1.100000023841858
45750,1.4200917,0.067705855,1.1000000312924385,332.0,1.100000023841858
46500,1.4203104,-0.100068,0.15740000807272736,747.0,0.15739997383207083
47250,1.4200954,0.12001642,1.080000031797681,432.0,1.0699999928474426
48000,1.4199569,0.067316845,1.1000000312924385,332.5,1.100000023841858
48750,1.4199605,0.067221895,1.1000000312924385,332.5,1.100000023841858
49500,1.4197866,0.09405477,None,None,1.100000023841858
50250,1.4198955,0.16240369,1.604000027757138,747.0,1.6040000235661864
51000,1.4198985,0.19300671,1.595200023963116,747.0,1.595200055744499
51750,1.4199547,0.026367018,1.165533365647813,465.0,1.1983000338077545
52500,1.4199555,0.06724689,1.1000000312924385,332.3333333333333,1.100000023841858
53250,1.4199566,0.06906667,1.1000000312924385,332.0,1.100000023841858
54000,1.4199569,0.067322716,1.1000000312924385,332.5,1.100000023841858
54750,1.419937,0.067222,1.1000000312924385,332.0,1.100000023841858
55500,1.4198829,0.11543351,1.707400029161363,747.0,1.7074000155553222
56250,1.4199004,0.19581975,1.6966000254178653,747.0,1.696600079536438
57000,1.4199004,0.19581975,1.6966000254178653,747.0,1.696600079536438
57750,1.4198782,0.14992462,1.165533365647813,448.6666666666667,1.1983000487089157
58500,1.4199569,0.06731707,1.1000000312924385,332.5,1.100000023841858
59250,1.4199576,0.067221895,1.1000000312924385,332.5,1.100000023841858
60000,1.4199727,0.06720224,1.1000000312924385,332.0,1.100000023841858
60750,1.419957,0.07544135,1.1000000312924385,332.3333333333333,1.100000023841858
61500,1.4196273,0.066303715,1.1000000312924385,332.5,1.100000023841858
62250,1.4196175,0.06547729,1.1000000312924385,332.0,1.100000023841858
63000,1.4196655,-0.11016965,0.6804000203846954,540.5,0.3642000174149871
63750,1.4196223,0.1328358,1.1000000312924385,331.5,1.04830002784729
64500,1.419686,0.09525096,None,None,1.100000023841858
65250,1.4195943,0.16992836,1.1969333625650809,537.0,1.2454000520519912
66000,1.4196982,0.07805844,None,None,1.100000023841858
66750,1.4195951,0.097804315,1.3369333643834882,470.6666666666667,1.4553999858908355
67500,1.4196042,0.06616844,1.1000000312924385,332.0,1.100000023841858
68250,1.4196559,-0.019848412,0.6740000151039567,747.0,0.6739999568089843
69000,1.419632,0.037564807,1.1242000316851772,344.5,1.1322667002677917
69750,1.419611,0.06544112,1.1000000312924385,333.0,1.100000023841858
70500,1.4196634,0.06323457,1.0900000315450598,382.0,1.084999993443489
71250,1.4196268,0.06529417,1.1000000312924385,332.0,1.100000023841858
72000,1.4196886,0.09412478,None,None,1.100000023841858
72750,1.4195966,0.17307363,1.1302666949050035,470.6666666666667,1.1454000133089721
73500,1.4196048,0.06642434,1.1000000312924385,332.0,1.100000023841858
74250,1.4196674,0.07405097,1.0874000207259087,747.0,1.0873999511823058
75000,1.4196328,-0.006363938,1.1483000320804422,523.0,1.196600079536438
75750,1.4196955,-0.050891086,0.36420001088117715,747.0,1.100000023841858
76500,1.4196492,0.09045916,1.0966000313783297,440.5,0.7287000524811447
77250,1.4196947,0.10782343,None,None,1.100000023841858
78000,1.4195967,0.14924604,1.2335333629792633,470.3333333333333,1.3003000277094543
78750,1.4196159,0.06631741,1.1000000312924385,333.0,1.100000023841858
79500,1.4196494,0.1480318,1.2002000291492247,465.0,1.2503000157885253
80250,1.4196912,0.09428544,None,None,1.100000023841858
81000,1.4196316,-0.029266126,1.0600000323029235,531.0,1.0600000470876694
81750,1.4198368,-0.10435593,0.46740001229045447,747.0,0.467400006018579
82500,1.4198983,0.21714556,0.4966000075364718,747.0,0.49660003185272217
83250,1.41989,0.21714556,0.4966000075364718,747.0,0.49660003185272217
84000,1.4199452,-0.14916658,1.0983000313353841,340.5,1.098300039768219
84750,1.419989,0.08932322,1.1177333655165664,415.3333333333333,1.1266000270843506
85500,1.4199538,0.07904351,1.1000000312924385,332.0,1.100000023841858
86250,1.4198891,0.10580937,0.15740000807272736,747.0,0.15739997383207083
87000,1.4199679,0.14843349,1.0889333649053394,387.6666666666667,1.083400011062622
87750,1.4199835,0.0790442,1.1000000312924385,332.0,1.100000023841858
88500,1.4199438,0.07920073,1.1000000312924385,333.0,1.100000023841858
89250,1.4199505,0.081981845,1.0900000315450598,381.5,1.0899999737739563
90000,1.4199846,0.100893505,1.5066000316437567,540.5,1.9132000803947449
90750,1.4199842,0.15895596,1.1000000312924385,331.5,1.100000023841858
91500,1.4199796,0.091972224,1.1000000312924385,332.3333333333333,1.100000023841858
92250,1.4199626,0.090233706,1.1000000312924385,333.0,1.100000023841858
93000,1.4200577,0.08156705,1.080000031797681,431.5,1.0600000023841858
93750,1.4199833,0.079227306,1.1000000312924385,332.3333333333333,1.100000023841858
94500,1.4199445,0.07920066,1.1000000312924385,333.0,1.100000023841858
95250,1.4200298,0.13222606,1.0750000319239916,456.5,1.0500000715255737
96000,1.4199637,0.09027549,1.1000000312924385,332.5,1.100000023841858
96750,1.4199586,0.16468328,1.145400026711286,540.0,1.2939999615773559
97500,1.419989,0.15679577,1.1000000312924385,332.0,1.0484000146389008
98250,1.4199708,0.079581425,1.1000000312924385,332.0,1.100000023841858
99000,1.4200401,0.09360974,1.080000031797681,432.0,1.0700000524520874
99750,1.4199834,0.07919833,1.1000000312924385,332.5,1.100000023841858
100500,1.419983,0.07928313,1.1000000312924385,332.5,1.100000023841858
101250,1.4199835,0.079043664,1.1000000312924385,332.0,1.100000023841858
102000,1.4202008,0.07917577,1.1000000312924385,332.3333333333333,1.100000023841858
102750,1.420637,0.14993216,1.1000000312924385,332.5,1.100000023841858
103500,1.4205773,0.1498945,1.1000000312924385,332.0,1.100000023841858
104250,1.4207131,0.077674024,1.4966000298882136,540.5,1.9966000318527222
105000,1.4206462,0.23856139,1.1000000312924385,331.5,1.04830002784729
105750,1.4206444,0.14982338,1.1000000312924385,332.3333333333333,1.100000023841858
106500,1.4206446,0.1497389,1.1000000312924385,332.5,1.100000023841858
107250,1.4206697,0.15002736,1.1000000312924385,332.5,1.100000023841858
108000,1.4206762,0.16642734,1.1000000312924385,332.0,1.100000023841858
108750,1.4206443,0.16276176,1.1000000312924385,332.3333333333333,1.100000023841858
109500,1.4206446,0.14973888,1.1000000312924385,332.5,1.100000023841858
110250,1.4206499,0.1789448,None,None,1.100000023841858
111000,1.4206471,0.25735113,1.604000027757138,747.0,1.6040000235661864
111750,1.4206419,0.3498363,1.331200029856215,520.3333333333334,1.4468000829219818
112500,1.4206369,0.15013468,1.1000000312924385,332.0,1.100000023841858
113250,1.420637,0.14993146,1.1000000312924385,332.5,1.100000023841858
114000,1.4206363,0.15022224,1.1000000312924385,332.5,1.100000023841858
114750,1.4206369,0.15001176,1.1000000312924385,332.3333333333333,1.100000023841858
115500,1.420656,0.14988093,1.1000000312924385,332.0,1.100000023841858
116250,1.4206367,0.16270632,1.1000000312924385,332.5,1.100000023841858
117000,1.4206362,0.15029058,1.1000000312924385,332.5,1.100000023841858
117750,1.4206369,0.15000449,1.1000000312924385,332.3333333333333,1.100000023841858
118500,1.4206372,0.1498808,1.1000000312924385,332.0,1.100000023841858
119250,1.4206353,0.14958288,1.1000000312924385,332.5,1.100000023841858
120000,1.4206363,0.1502224,1.1000000312924385,332.5,1.100000023841858
120750,1.420659,0.1500118,1.1000000312924385,332.3333333333333,1.100000023841858
121500,1.4206369,0.16973138,1.1000000312924385,332.0,1.100000023841858
122250,1.420637,0.1499322,1.1000000312924385,332.5,1.100000023841858
123000,1.4212905,0.181929,1.1000000312924385,332.5,1.100000023841858
123750,1.4212906,0.2135184,1.1000000312924385,332.3333333333333,1.100000023841858
124500,1.4211904,0.22195324,None,None,1.100000023841858
125250,1.4212857,0.055476513,1.066666698801176,498.0,1.0499999225139618
126000,1.4213117,0.25329056,1.0700000320503023,481.0,1.100000023841858
126750,1.4212453,0.18644138,1.1000000312924385,332.5,1.0899999936421711
127500,1.421431,0.31090757,0.9920000245620031,531.5,0.9840000187978148
128250,1.421297,0.29964805,1.1000000312924385,332.0,1.050000011920929
129000,1.4212439,0.21318503,1.1000000312924385,332.0,1.100000023841858
129750,1.4213363,0.27303648,1.604000027757138,747.0,1.6039999639615417
130500,1.4215289,0.34557167,1.0650000321766129,507.0,1.0300000309944153
131250,1.4212911,0.2135501,1.1000000312924385,332.3333333333333,1.100000023841858
132000,1.4212908,0.21321195,1.1000000312924385,332.5,1.100000023841858
132750,1.4212909,0.2134341,1.1000000312924385,332.0,1.100000023841858
133500,1.4212313,0.25391987,None,None,1.100000023841858
134250,1.4216079,0.3461475,1.1420000267971773,698.0,1.0874000107869506
135000,1.4212915,0.27266437,1.1000000312924385,332.0,1.1322000374396641
135750,1.4212908,0.21344486,1.1000000312924385,332.5,1.100000023841858
136500,1.4212904,0.21364492,1.1000000312924385,332.5,1.100000023841858
137250,1.4213095,0.23776728,1.1000000312924385,332.0,1.100000023841858
138000,1.4212029,0.24308664,1.1000000312924385,333.0,1.100000023841858
138750,1.4215611,0.35201505,1.036900025435898,589.5,0.8805999672040343
139500,1.4213009,0.20776479,1.1000000312924385,332.0,1.1310666799545288
140250,1.4212904,0.23470841,1.1000000312924385,332.5,1.100000023841858
141000,1.4212909,0.21343414,1.1000000312924385,332.0,1.100000023841858
141750,1.4212911,0.21344522,1.1000000312924385,332.5,1.100000023841858
142500,1.4213394,0.14600268,1.0900000315450598,382.0,1.0900000035762787
143250,1.421263,0.22361988,1.1000000312924385,332.3333333333333,1.100000023841858
144000,1.4212592,0.25130072,1.1000000312924385,332.0,1.100000023841858
144750,1.4212492,0.24451777,1.1000000312924385,332.5,1.100000023841858
145500,1.421375,0.28125712,None,None,1.100000023841858
146250,1.4213439,0.28954226,1.299200030664603,492.3333333333333,1.3988000112585723
147000,1.4212492,0.24464397,1.1000000312924385,332.5,1.100000023841858
147750,1.4212596,0.25135013,1.1000000312924385,332.3333333333333,1.100000023841858
148500,1.4212492,0.24467844,1.1000000312924385,332.5,1.100000023841858
149250,1.4212486,0.2444268,1.1000000312924385,332.0,1.100000023841858
150000,1.4212492,0.24451776,1.1000000312924385,332.5,1.100000023841858
150750,1.4212577,0.24746911,1.1000000312924385,332.3333333333333,1.100000023841858
151500,1.4212486,0.24880281,1.1000000312924385,332.5,1.100000023841858
152250,1.4212482,0.2444267,1.1000000312924385,332.0,1.100000023841858
153000,1.4212492,0.24425003,1.1000000312924385,332.5,1.100000023841858
153750,1.4212489,0.24454099,1.1000000312924385,332.3333333333333,1.100000023841858
154500,1.4212492,0.24467841,1.1000000312924385,332.5,1.100000023841858
155250,1.4212136,0.28450885,None,None,1.100000023841858
156000,1.421292,0.35306156,1.0936000278258386,520.0,1.090400021057576
156750,1.4212544,0.24667804,1.1000000312924385,332.5,1.100000023841858
157500,1.4214389,0.26292974,1.033400032974896,665.0,1.100000023841858
158250,1.4212809,0.19435883,1.1000000312924385,332.0,1.066700041294098
159000,1.4212489,0.2576529,1.1000000312924385,332.3333333333333,1.100000023841858
159750,1.4212492,0.24451777,1.1000000312924385,332.5,1.100000023841858
160500,1.4212492,0.24467844,1.1000000312924385,332.5,1.100000023841858
161250,1.4212486,0.2444267,1.1000000312924385,332.0,1.100000023841858
162000,1.4212725,0.25989553,1.1000000312924385,332.3333333333333,1.100000023841858
162750,1.4214267,0.2844087,None,None,1.100000023841858
