100;2;2;4,253113;100
94;2;2;1,342262;98
90;2;2;0,949464;96
90;2;2;1,342068;94
84;2;2;0,9492714;92
80;2;2;1,341884;90
80;2;2;0,9490879;88
74;2;2;1,341679;86
70;2;2;0,9489143;84
70;2;2;1,341484;82
64;2;2;0,9487215;80
60;2;2;1,3413;78
60;2;2;0,9485387;76
54;2;2;1,341096;74
50;2;2;0,9483603;72
50;2;2;1,340901;70
44;2;2;0,9481673;68
40;2;2;1,340712;66
40;2;2;0,9479889;64
34;2;2;1,340507;62
30;2;2;0,9478106;60
30;2;2;1,340319;58
26;2;2;0,9476179;56
20;2;2;1,340129;54
20;2;2;0,9474396;52
16;2;2;1,339924;50
10;2;2;0,9472565;48
10;2;2;1,339735;46
6;2;2;0,9470686;44
0;2;2;1,339541;42
Boss
